Japanese_name,Romanized_name,English_name,Debut,Affiliations,Occupations
Imu,"['Chapter 906', 'Episode 885']",World Government,Mary Geoise (Pangaea Castle)
Inazuma,"['Chapter 536', 'Episode 438']","['Kamabakka Kingdom', 'Newkama Land', 'Revolutionary Army', 'Impel Down (former)']","['Revolutionary', 'Prisoner of the Great Prison (former)']"
Indigo,"['Chapter 0', 'Episode 429', 'Movie 10']",Golden Lion Pirates,"['Pirate', 'Scientist']"
Inhel,"['Chapter 718', 'Episode 648']","['Tontatta Kingdom Scouting Unit', 'Tontatta Pirates', 'Straw Hat Grand Fleet']","['Scout', 'Pirate']"
DogstormDogupine (former),"['Chapter 808', 'Episode 756']","['Mokomo Dukedom', 'Musketeers', 'Kozuki Family', 'Inuarashi Musketeer Squad', 'Ninja-Pirate-Mink-Samurai Alliance (disbanded)', 'Nine Red Scabbards', 'Roger Pirates (former)', 'Whitebeard Pirates (former)']","['Ruler of the Mokomo Dukedom (former)', 'Commander of the Musketeers', 'Retainer', 'Samurai', 'Pirate Apprentice (former)']"
Dog Penguin,"['Chapter 451', 'Episode 345']","['Thriller Bark', 'Penguin Trio']",Wild Zombie
Matsu (Viz),"['Chapter 97', 'Episode 49']",Loguetown Arms Shop,Arms Shop Proprietor
Ippon Ume,"['Chapter 97', 'Episode 49']",Loguetown Arms Shop,Arms Shop Proprietress
Isa,"['Chapter 256', 'Episode 168']",Shandia,Alive
Verree Finework,"['Chapter 325', 'Episode 231']",Appraiser,Water 7
"['Ishilly (Viz)', 'Ishily (WT100)']","['Chapter 608', 'Episode 527']",Mermaid Café,Dancer
Island Eater,"['Chapter 128', 'Episode 77']",Deceased,April 21st
Islewan,"['Chapter 553', 'Episode 462']",Whitebeard Pirates,"['Pirate', 'Captain']"
Issho,"['Chapter 701', 'Episode 630']",Marines,Admiral
Isuka,One Piece novel A Vol. 1,Marines,Ensign
Itomimizu,"['Chapter 306', 'Episode 209']",Foxy Pirates,"['Pirate', 'Announcer']"
Izo,"['Chapter 553', 'Episode 461']","['Whitebeard Pirates (former)', 'Kozuki Family']","['16th Division Commander (former)', 'Pirate (former)', 'Samurai', 'Retainer of the Kozuki Family']"
Jabra,"['Chapter 375', 'Episode 264']",CP9 (former),Cipher Pol Agent (former)
Jack,"['Chapter 801', 'Episode 746']",Beasts Pirates,"['Pirate', 'All-Star', 'Captain of the Mammoth', 'De Facto Ruler of Kuri (former)']"
Jaguar D. Saul,"['Chapter 392', 'Episode 275']",Marines (defected),Vice Admiral (former)
Saint Jalmack,"['Chapter 588', 'Episode 502']",World Government,World Noble
"['Django (Viz, 4Kids, Funimation subs)', 'Jango (FUNimation dub)']","['Chapter 25', 'Episode 9']","['Marines', 'Black Cat Pirates (former)']","['Marine Lieutenant Commander', 'Marine Seaman Recruit (promoted)', 'Pirate (former)', 'Captain (former), First Mate (former), Dancer (former)']"
Jarul,"['Chapter 866', 'Episode 836']","['Giant Warrior Pirates', 'Elbaf']","['Pirate (former)', 'Captain (former)']"
Jaygarcia Saturn,"['Chapter 233', 'Episode 151']","['Five Elders', 'World Nobles']",Head of the World Government
Jean Ango,"['Chapter 706', 'Episode 639']","['Bounty Hunter', 'Sniper']","""Jean the Bandit"" (追剥のジャン, Oihagi no Jan?)"
Jean Bart,"['Chapter 497', 'Episode 391']","['Heart Pirates', 'his own crew (former)', 'Ninja-Pirate-Mink-Samurai Alliance']","['Pirate', 'Captain (former)', 'Slave (former)']"
"['Jet', 'Jeet']","['Chapter 704', 'Episode 633']","['Ideo Pirates', 'Straw Hat Grand Fleet']","['Pirate, Criminal', 'Bounty Hunter (former)']"
Jerry,"['Chapter 362', 'Episode 253']",CP6,Cipher Pol Agent
Jero,"['Chapter 680', 'Episode 606']","['Marines', 'G-5']",Alive
"['Jesus Burgess (Viz, uncut dub)', 'G. Zass Burgess (edited dub)']","['Chapter 222', 'Episode 146']",Blackbeard Pirates,"['Pirate', 'Helmsman', 'one of the Ten Titanic Captains', 'Captain of the First Ship']"
Jewelry Bonney,"['Chapter 498', 'Episode 392']",Bonney Pirates,Pirate Captain
Jibuemon,"['Chapter 920', 'Episode 911']",Kozuki Family,"['Retainer of the Kozuki Family', 'Samurai']"
Jigoku-Benten,"['Chapter 931', 'Episode 925']","['Beasts Pirates', 'Orochi Oniwabanshu (former)', 'Kurozumi Family (former)']","['Ninja', 'Pirate']"
Jigoro,"['Chapter 452', 'Episode 346']",Thriller Bark Pirates,General Zombie
Jigra,"Chapter 860, Episode 830","['Underworld', 'Organ Dealing Assassination Group\xa0≠']",Organ Trader
Jimbei,"['Chapter 528', 'Episode 430']","['Straw Hat Pirates', 'Straw Hat Grand Fleet', 'Sun Pirates (former)', 'Ally of the Big Mom Pirates (former)', 'Seven Warlords of the Sea (former)', 'Ryugu Kingdom (resigned)', 'Impel Down (former)', 'Ninja-Pirate-Mink-Samurai Alliance (disbanded)']","['Pirate', 'Helmsman', 'Senior Officer', 'Captain (former)', 'Warlord of the Sea (former)', 'Soldier (former)', 'Prisoner of the Great Prison (former)']"
Jo,"['Chapter 948', 'Episode 947']",Ninja-Pirate-Mink-Samurai Alliance,Prisoner (former)
John,"['Chapter 451', 'Episode 344']","['Rocks Pirates (former)', 'Thriller Bark Pirates (post mortem)']","['General Zombie', 'Pirate Captain (former)']"
John Giant,"['Chapter 96', 'Episode 45']",Marines,Vice Admiral
Johnny,"['Chapter 42', 'Episode 19']","['Yosaku', ""Roronoa Zoro's band (former)"", 'Straw Hat Pirates (former)']","['Bounty Hunter (former)', 'Fisherman']"
George,"['Chapter 353', 'Episode 248']",World Government,Judge
Jorul,"['Chapter 866', 'Episode 836']","['Giant Warrior Pirates', 'Elbaf']",Pirate Captain (former)
Jozu,"['Chapter 234', 'Episode 151']",Whitebeard Pirates,"['Pirate', '3rd Division Commander']"
Judi,"['Chapter 499', 'Episode 393']",Marie,Alive
Junan,"['Chapter 611', 'Episode 530']",Criminal,Cashier
"['Cub', 'Kabu (FUNimation (Ep 640-648))']","['Chapter 710', 'Episode 640']","['Tontatta Kingdom', 'Tontatta Pirates', 'Straw Hat Grand Fleet']","['Leader of Yellow Kabu Squad', 'Pirate']"
Kadar,"['Chapter 622', 'Episode 541']","Marines, G-2",Marine Rear Admiral
Keygan,Chapter 64,Krieg Pirates,"['Pirate', 'Locksmith']"
Kaido,"['Chapter 795', 'Episode 736']","['Beasts Pirates', 'Rocks Pirates (former)', 'Four Emperors (former)']","['Pirate', 'Governor-General', 'Emperor (former)', 'Soldier (former)', 'Apprentice (former)']"
Kairen,"['Chapter 608', 'Episode 527']",Mermaid Cafe,Dancer
Kairiken,"['Chapter 498', 'Episode 392']",Sabaody Archipelago,Bounty Hunter
Kaku,"['Chapter 323', 'Episode 230']","['CP0', 'CP9 (former)', 'Galley-La Company (former)']","['Cipher Pol Agent', 'Shipwright (cover)']"
Kaku,"['Chapter 927', 'Episode 919']",Kyoshiro Family,Alive
KalgaraCalgara (Funimation subs),"['Chapter 286', 'Episode 187']",Shandia,Warrior
Kalifa,"['Chapter 323', 'Episode 230']","['CP0', 'CP9 (former)', 'Galley-La Company (former)']","['Cipher Pol Agent', 'Secretary (cover, former)']"
Kamakiri,"['Chapter 249', 'Episode 163']","['Shandia', ""God's Guards""]","['Shandia Warrior', ""God's Guard""]"
Kamijiro,"['Chapter 914', 'Episode 901']",Beasts Pirates,Alive
Kaneshiro,"['Chapter 72', 'Episode 31']","['Arlong Pirates', 'Sun Pirates (former)']","['Pirate', 'Shipwright']"
Kappa,"['Chapter 167', 'Episode 105']",Shoeshiner,Nanohana
Karasu,"['Chapter 593', 'Episode 510']",Revolutionary Army (North Army),North Army Commander of the Revolutionary Army
Karma,"['Chapter 553', 'Episode 467']","['Takotopus Pirates', 'Whitebeard Pirates']","['Pirate', 'Captain']"
"['Karoo (Viz, 4Kids, Funimation)', 'Kalu (Odex)']","['Chapter 109', 'Episode 65']","Super Spot-Billed Duck Troops, Nefertari Vivi, Straw Hat Pirates (former), Baroque Works (former)","['Pet', 'Royal Transport', 'Captain of the Super Spot-Billed Duck Troops', 'Pirate (former)']"
Kasa,"['Chapter 594', 'Episode 511']",Raijin Island,Alive
Kasagon,"['Chapter 607', 'Episode 527']",New Fish-Man Pirates,Pirate
Kashii,"['Chapter 377', 'Episode 265']","World Government (defected), Giant Warrior Pirates","Pirate, Gate Guardian (former)"
Kashigami,"['Chapter 287', 'Episode 187']",Shandia,"""God of the Sun"" (太陽の神, Taiyō no Kami?)""God of the Rain"" (雨の神, Ame no Kami?)""God of the Forest"" (森の神, Mori no Kami?)""God of the Earth"" (大地の神, Daichi no Kami?)"
Kawamatsu,"['Chapter 920', 'Episode 910']","['Kozuki Family', 'Nine Red Scabbards']","['Retainer of the Kozuki Family', 'Samurai', 'Sumo Wrestler', 'Highway Robber (former)']"
Kaya,"['Chapter 23', 'Episode 9']",Medical student,Syrup Village
Kazekage,"['Chapter 931', 'Episode 925']","['Beasts Pirates', 'Orochi Oniwabanshu (former)']","['Ninja', 'Pirate']"
Kebi,"['Chapter 164', 'Episode 100']","['Arabasta Kingdom', 'Suna Suna Clan (formerly)', 'Rebel Army (formerly)']",Rebel (former)
Kelly Funk,"['Chapter 704', 'Episode 633']",Mogaro Kingdom,Assassin
Baskerville,"['Chapter 379', 'Episode 267']",World Government (Enies Lobby),Chief Justices of Enies Lobby
Kibagaeru,"['Chapter 306', 'Episode 208']","['Foxy Pirates', 'Fanged Toad Pirates (former)']","['Pirate', 'Captain (former)']"
Kibin,"Chapter 594, Episode 475",Marines,Marine Commodore
Kiev,"['Chapter 325', 'Episode 231']","['Franky Family', 'Galley-La Company']","Dismantler, Bounty Hunter"
Kiku,"['Chapter 515', 'Episode 409 (mentioned)']",Kuja Tribe,Warrior
Kikunojo,"['Chapter 913', 'Episode 899']","['Kozuki Family', 'Nine Red Scabbards']","['Samurai', 'Retainer of the Kozuki Family', 'Tea House Poster Girl']"
Kikyo,"['Chapter 514', 'Episode 408']",Kuja,Warrior
Killer,"['Chapter 498', 'Episode 392']","['Kid Pirates', 'Kurozumi Orochi (defected)']","['Pirate', 'Combatant', 'Assassin (former)']"
Kin'emon,"['Chapter 656', 'Episode 580']","['Kozuki Family', 'Ninja-Pirate-Mink-Samurai Alliance', 'Nine Red Scabbards']","['Samurai', 'Retainer of the Kozuki Family', 'Leader of the Nine Red Scabbards', 'Thief (former)']"
Kinderella,"['Chapter 261', 'Episode 778']",Evil Black Drum Kingdom,"['Miss Universe', 'Queen']"
King,"['Chapter 920 (silhouette)', 'Chapter 925', 'Episode 918']",Beasts Pirates,"['Pirate', 'All-Star']"
Kingbaum,"['Chapter 836', 'Episode 797']","['Big Mom Pirates', 'Charlotte Family']",Master of the Seducing Woods
Kinga,"['Chapter 570', 'Episode 467']",Whitebeard Pirates,"['Pirate', 'Captain']"
Kingdew,"['Chapter 562', 'Episode 461']",Whitebeard Pirates,"['11th Division Commander', 'Pirate']"
Mushroom,"['Chapter 536', 'Episode 437']",Buggy Pirates,"Prisoner (Former), Pirate"
Kirintauros,"['Chapter 658', 'Episode 582']","['Caesar Clown', 'Centaur Patrol Unit']",Alive
Kisegawa,"['Chapter 929', 'Episode 922']",Geisha,Wano Country (Flower Capital)
Mozu and Kiwi,"['Chapter 329', 'Episode 233']",Franky Family,"['Bartenders', 'Dismantlers', 'Bounty Hunters']"
Koala,"['Chapter 622', 'Episode 541']","['Revolutionary Army', 'Sun Pirates (former)', 'Slavery (former)']","['Revolutionary Army Officer', 'Assistant Fish-Man Karate Instructor', 'Slave (former)']"
Kobei,"['Chapter 929', 'Episode 922']",Landlord,Wano Country (Flower Capital)
"Koby (VIZ, Odex),Coby (Funimation, 4Kids)","['Chapter 2', 'Episode 1']","['Marines (SWORD), Marine 153rd Branch (former)', 'Alvida Pirates (defected)']","['Marine Captain', 'Master Chief Petty Officer (promoted), Chore Boy (promoted)', 'Pirate Ship Caretaker (former)']"
Kokoro,"['Chapter 322', 'Episode 229']",Tom's Workers,"['Stationmaster', '""Lovely"" secretary of Tom (former)']"
Komachiyo,"['Chapter 910', 'Episode 892']",Tama,"Amigasa Village, Kuri, Wano Country"
Comane,"Chapter 903, Episode 879",Lulusia Kingdom,Princess (former)
Kong,"['Chapter 0', 'Episode 0']","['World Government', 'Marines (former)']","['Commander-in-Chief', 'Fleet Admiral (former)']"
Kopp,"['Chapter 325', 'Episode 231']",Franky Family,"Dismantler, Bounty Hunter"
Kotatsu,"['Chapter 552', 'Episode 461']",Spade Pirates,Pirate
Hotori and Kotori,"['Chapter 261', 'Episode 171']",God's Army,Lieutenants of the Divine Soldiers
Koyama,"['Chapter 960', 'Episode 960']",Kozuki Family,Wano Country
Koza,"['Chapter 163', 'Episode 93']","['Arabasta Kingdom', 'Suna Suna Clan (former)', 'Rebel Army (former)']","['Environmental Minister', 'Rebel Army leader (former)', 'Suna Suna Clan leader (former)', '']"
KozePacky,"['Chapter 96', 'Episode 48']",Yes Pirates,Pirates
Kozuki Hiyori,"['Chapter 909', 'Episode 892']",Kozuki Family,Oiran
"['Kozuki Momonosuke (Viz)', 'Kouzuki Momonosuke (WT100)']","['Chapter 684', 'Episode 609']","['Kozuki Family', 'Ninja-Pirate-Mink-Samurai Alliance (disbanded)']",Shogun
Kozuki Oden,"['Chapter 920', 'Episode 910']","['Kozuki Family', 'Roger Pirates (former)', 'Whitebeard Pirates (former)']","['Samurai', 'Daimyo', 'Pirate (former)', '2nd Division Commander (former)']"
Kozuki Sukiyaki,"['Chapter 911', 'Episode 894']",Kozuki Family,"['Swordsmith', 'Shogun (former)']"
Kozuki Toki,"['Chapter 919', 'Episode 893']","['Kozuki Family', 'Amatsuki Family', 'Whitebeard Pirates (former)', 'Roger Pirates (former)']",Wano Country (Kuri)
Krieg,"['Chapter 45', 'Episode 21']",Krieg Pirates,"['Pirate', 'Captain/Admiral']"
Kujaku,Chapter 966 (cover),Marines (SWORD),Rear Admiral
Kumadori,"['Chapter 375', 'Episode 264']",CP9 (former),Cipher Pol Agent (former)
Kumagoro,"['Chapter 929', 'Episode 922']",Wano Country (Flower Capital),Alive
Kumacy,"['Chapter 449', 'Episode 343']",Thriller Bark Pirates (Perona),"Perona's servant, Wild Zombie Commander-in-Chief"
Kuni,"['Chapter 927', 'Episode 919']",Kyoshiro Family,Wano Country
Kureha,"['Chapter 134', 'Episode 80']","['Sakura Kingdom', 'Isshi-100']","['Head-Doctor of the Sakura Kingdom', 'Leader of the Isshi-100']"
Kuro,"['Chapter 23', 'Episode 9']",Black Cat Pirates,"['Pirate', 'Captain (former)', 'Butler (former)']"
Kuromarimo,"['Chapter 131', 'Episode 79']","Bliking Pirates (disbanded), Drum Kingdom (former)","['Magistrate', 'Pirate']"
Kuroobi,"['Chapter 69', 'Episode 31']","['Arlong Pirates', 'Sun Pirates (former)']","['Pirate', 'Pirate Officer']"
Kurozumi Higurashi,"['Chapter 965', 'Episode 965']",Wano Country (Kurozumi Family),Wano Country (Flower Capital)
Kurozumi Kanjuro,"['Chapter 700', 'Episode 629']","['Kurozumi Family', 'Kozuki Family (undercover)', 'Nine Red Scabbards (undercover)', 'Ninja-Pirate-Mink-Samurai Alliance (undercover)', 'Beasts Pirates (former)']","['Theatre Performer (former)', 'Spy', 'Samurai', 'Retainer of the Kozuki Family (undercover)']"
Kurozumi Orochi,"['Chapter 927', 'Episode 921']","['Wano Country (Kurozumi Family)', 'Beasts Pirates (former)']",Shogun of Wano Country (former)
Kurozumi Semimaru,"['Chapter 965', 'Episode 965']",Wano Country (Kurozumi Family),Biwa hōshi
Otama,"['Chapter 911', 'Episode 893']",Kurozumi Family,"['Kunoichi in training', 'Kasa weaver']"
Kuzan,"['Chapter 303', 'Episode 225']","['Blackbeard Pirates', 'Marines (resigned)']","['Pirate', 'one of the Ten Titanic Captains', 'Captain of the Tenth Ship', 'Admiral (former)', 'Vice Admiral (former)']"
Kyros,"['Chapter 702', 'Episode 631']","['Corrida Colosseum (former)', 'Riku Royal Army']","['Gladiator (former)', 'Riku Royal Army Captain (former)']"
Kuween,"['Chapter 755', 'Episode 692']",Donquixote Pirates (former),"['Pirate', 'SMILE Factory Manager (former)']"
Firstaid,"Chapter 334, Episode 237",Doctor,Water 7
"['Laboon', 'Raboon (Odex)']","['Chapter 102', 'Episode 62']","['Rumbar Pirates (former)', 'Crocus']",West Blue
Lacroix,"['Chapter 550', 'Episode 459']","Marines, Giant Squad",Vice Admiral
Lacuba,"['Chapter 501', 'Episode 395']",N/A,"['Pirate', 'Captain (former)', 'Slave']"
"['Lafitte (VIZ, uncut dub)', 'Raffit (edited dub)']","['Chapter 234', 'Episode 151']",Blackbeard Pirates,"['Pirate', 'Navigator', 'Sheriff (former)', 'one of the Ten Titanic Captains (Captain of the Fifth Ship)', 'Chief of Staff']"
Lao G,"['Chapter 682', 'Episode 608']",Donquixote Pirates,Pirate Officer
Lasky,"['Chapter 392', 'Episode 276']",CP9 (former),Cipher Pol Agent
Lassoo,"['Chapter 160', 'Episode 103']","['New Spiders Cafe', 'Baroque Works (former)']","['Cafe Mascot', 'Pet']"
Leo,"['Chapter 710', 'Episode 640']","['Tontatta Kingdom', 'Tontatta Pirates', 'Straw Hat Grand Fleet']","['Captain of the Fifth Ship of the Straw Hat Grand Fleet', 'Captain of the Tontatta Pirates', 'Pirate']"
Leonero,"['Chapter 552', 'Episode 461']",Spade Pirates,Pirate
Lily,"['Chapter 223', 'Episode 146']",Bellamy Pirates,Pirate
Lime Juice,"['Chapter 1', 'Episode 4']",Red Hair Pirates,"['Pirate', 'Senior Officer']"
Lindbergh,"['Chapter 904', 'Episode 880']",Revolutionary Army (South Army),South Army Commander of the Revolutionary Army
Lines,"['Chapter 44', 'Episode 21']",Marines,Marine Seaman First Class
Lip Doughty,"['Chapter 600', 'Episode 519']","['Fake Straw Hat Crew', 'His own crew']","['Pirate', 'Captain']"
Little Oars Jr.,"['Chapter 554', 'Episode 463']","['Little Pirates', 'Subordinate of the Whitebeard Pirates']","['Pirate', 'Captain']"
Loki,"['Chapter 858', 'Episode 827 (flashback)']",Prince,Elbaf
Lola,"['Chapter 451', 'Episode 345']",Thriller Bark Pirates,General Zombie
Lonz,"['Chapter 550', 'Episode 459']","Marines, Giant Squad",Vice Admiral
Lucky Roux,"['Chapter 1', 'Episode 4']",Red Hair Pirates,"['Pirate', 'Senior Officer', 'Combatant', 'Cook']"
Lulis,"['Chapter 608', 'Episode 527']",Mermaid Cafe,Dancer
"['Machvise (FUNimation Simulcast, Formerly Viz)', 'Mach Vise (Viz)']","['Chapter 682', 'Episode 608']",Donquixote Pirates,Pirate Officer
Macro,"['Chapter 197', 'Episode 386']","['Macro Pirates', 'Sun Pirates (former)']","['Pirate', 'Captain', 'Slave trader']"
Madillo-Man,"['Chapter 939', 'Episode 935']",Beasts Pirates,Gifter
Magellan,"['Chapter 528', 'Episode 425']",Impel Down,"['Vice Warden', 'Chief Warden (former)']"
"['Magura (Viz)', 'Magra (FUNimation)']","['Chapter 582', 'Episode 493']",Dadan Family,Bandit
Maha,"['Chapter 929', 'Episode 922']",CP0,Cipher Pol Agent
Maidy,"['Chapter 215', 'Episode 129']",Nefertari Family,Lady's maid
Makino,"['Chapter 1', 'Episode 4']",Partys Bar,"['Bar Owner', 'Bartender']"
"Mamboshi, Manboshi (Funi simulcast)","['Chapter 609', 'Episode 528']",Neptune Family,Prince of the Ryugu Kingdom
Mani,"['Chapter 223', 'Episode 146']",Bellamy Pirates,"['Pirate', 'Combatant']"
Manjaro,"['Chapter 598', 'Episode 518']",Fake Straw Hat Crew,Pirate
"['Mancherie', 'Mansherry']","['Chapter 717', 'Episode 647']",Tontatta Kingdom,Princess
Marco,"['Chapter 234', 'Episode 151']","['Whitebeard Pirates (former)', 'Ninja-Pirate-Mink-Samurai Alliance']","['Pirate (former)', '1st Division Commander (former)', 'Doctor', 'Apprentice (former)']"
Margarita,"['Chapter 483', 'Episode 375']",Neutral civilian,Maid
"Marguerite (VIZ),Margaret (Funimation)","['Chapter 514', 'Episode 408']","['Kuja', 'Kuja Pirates']","Warrior, Pirate"
Maria Napole,"['Chapter 649', 'Episode 569']",Fish-Man Island,Singer
Marianne,"['Chapter 117', 'Episode 70']","['New Spiders Cafe', 'Baroque Works (former)']","['Cafe Employee', 'Officer Agent (former)']"
Marie,"['Chapter 499', 'Episode 393']","['Saint Charlos', 'Judy']","['Slave', 'Nurse (former)']"
Marilyn,"['Chapter 300', 'Episode 193']",Neutral civilian,Miss Skypiea (former)
Marin,"['Chapter 500', 'Episode 394']",Slave,Alive
"['Marshall D. Teech (VIZ, Funimation subs, edited dub)', 'Marshall D. Teach (Funimation uncut dub)']","['Chapter 223', 'Episode 146']","['Blackbeard Pirates', 'Four Emperors', 'Seven Warlords of the Sea (former)', 'Whitebeard Pirates 2nd Division (defected)']","['Pirate', 'Admiral', 'Emperor', 'Apprentice (former)', 'Warlord of the Sea (former)']"
Mashikaku,"['Chapter 98', 'Episode 48']",Marines,Marine Chief Petty Officer
Masira,"['Chapter 219', 'Episode 144']",Saruyama Alliance (Masira Pirates),"['Pirate', 'Captain']"
"Eyelashes (Viz),Eyelash (4Kids, FUNimation dub),Lashes (FUNimation subs)","['Chapter 162', 'Episode 93']","Super Spot-Billed Duck Troops, Straw Hat Pirates (temporary)",Royal Transport
"Mouji, Mousey","['Chapter 755', 'Episode 692']","['Tontatta Kingdom', 'Tonta Corps', 'Straw Hat Grand Fleet']","['Aide to Princess Mansherry', 'Pirate']"
Maynard,"['Chapter 705', 'Episode 634']",Marines,Vice Admiral
Mayushka,"['Chapter 269', 'Episode 176']",Shandia,Shandia Warrior
McGuy,"['Chapter 551', 'Episode 460']",Subordinate of the Whitebeard Pirates,"['Pirate', 'Captain']"
McKinley,"['Chapter 241', 'Episode 155']",White Berets,Law enforcement official
Meadows,"['Chapter 706', 'Episode 659']",Corrida Colosseum,Gladiator
Megalo,"['Chapter 605', 'Episode 525']",Ryugu Kingdom,Shirahoshi's Pet
"['Mello (Viz)', 'Mero (FUNimation)']","['Chapter 608', 'Episode 527']",Mermaid Cafe,Dancer
Merry,"['Chapter 24', 'Episode 11']",Kaya,Butler
Michael and Hoichael,"['Chapter 432', 'Episode 313']",Auntie,Water 7
Mihal,"['Chapter 552', 'Episode 461']","Spade Pirates, Whitebeard Pirates","['Teacher (former)', 'Pirate', 'Sniper']"
Mikazuki,"['Chapter 323', 'Episode 230']",Big Helmet Pirates,"['Pirate', 'Captain']"
Mikita,"['Chapter 110', 'Episode 65']","['New Spiders Cafe', 'Baroque Works (former)']","['Cafe Pâtissier', 'Officer Agent (former)']"
Milky,"['Chapter 807', 'Episode 757 (image)Chapter 814', 'Episode 765']","['Mokomo Dukedom', 'Guardians', 'Ninja-Pirate-Mink-Samurai Alliance']",Guardian
Milo,"['Chapter 717', 'Episode 647']","Onepoco (ワンポコ, Wanpoko?, Viz: Onepoko)",Alive
Minatomo,"['SBS Volume 7', 'Episode 51']",Easter egg,Carpenter
Minatomo,"['Chapter 909', 'Episode 892']",Carpenter,Wano Country (Flower Capital)
Minister of the Left,"['Chapter 612', 'Episode 531']",Ryugu Kingdom,Minister of Ryugu Kingdom
Minister of the Right,"['Chapter 612', 'Episode 531']",Ryugu Kingdom,Minister of Ryugu Kingdom
Minochihuahua,Chapter 662,Impel Down,Jailer Beast
Minokoala,"['Chapter 531', 'Episode 432']","['Impel Down', 'World Government', '']",Jailer Beast
Minorhinoceros,"['Chapter 532', 'Episode 433']","['Impel Down', 'World Government']",Jailer Beast
Minoruba,"['Chapter 498', 'Episode 392']",Sabaody Archipelago,Bounty Hunter
"['Minotaur (Viz)', 'Minotaurus (Funimation)']","['Chapter 525', 'Episode 422']","['Impel Down', 'World Government']",Jailer Beast
Minozebra,"['Chapter 533', 'Episode 434']","['Impel Down', 'World Government']",Jailer Beast
Miss Katherina,"['Chapter 106', 'Episode 64']",Baroque Works,"['Millions Agent', 'Bounty Hunter']"
Ms. Father's Day,"['Chapter 205', 'Episode 124']",Baroque Works,"['Frontier Agent', 'Sniper']"
Miss Friday,"['Chapter 105', 'Episode 63']",Baroque Works (former),Assassin (former)
Ms. Monday,"['Chapter 107', 'Episode 64']",Baroque Works (former),"['Frontier Agent (former)', 'Bounty Hunter']"
Miss Mother's Day,"['Chapter 155', 'Episode 91 (mentioned)']",Baroque Works,Frontier Agent
Miss Saturday,"['Chapter 155', 'Episode 91 (mentioned)']",Baroque Works,Frontier Agent
Miss Thursday,"['Chapter 155', 'Episode 91 (mentioned)']",Baroque Works,Frontier Agent
Miss Tuesday,"['Chapter 155', 'Episode 91 (mentioned)']",Baroque Works,Frontier Agent
Miyagi,"['Chapter 807', 'Episode 756']",Mokomo Dukedom,Doctor
Mizerka,"['Chapter 978', 'Episode 982']",Shinuchi,Alive
Mizuira,"Chapter 391, Episode 275",Ohara,Civilian
McTreenald,"['Chapter 445', 'Episode 340']",Thriller Bark Pirates,Wild Zombie
Mocha,"['Chapter 657', 'Episode 582']",Grand Line (New World),Alive
Moda,"['Chapter 278 (cover)', 'Episode 381 (newspaper), Episode 880']","['Lulusia Kingdom', 'G-2 Base']",Farmer
"['Mohji', 'Morji (Odex)']","['Chapter 9', 'Episode 6']","['Cross Guild', 'Buggy and Alvida Alliance', 'Buggy Pirates']","['Pirate', 'First Mate']"
Momonga,"['Chapter 420', 'Episode 302']",Marines G-1 Branch,"['Vice Admiral', 'Base Commander of G-1']"
"['Momoo (4Kids, Viz, FUNimation)', 'Morm (Odex)']","['Chapter 73', 'Episode 31']","['Arlong Pirates (former)', 'Caribou Pirates (former)', 'Fake Straw Hat Crew (former)']","[""Arlong Pirates' pet (former)"", ""Caribou Pirates' steed (former)""]"
Monda,"['Chapter 306', 'Episode 209']",Foxy Pirates,Pet
Monet,"['Chapter 657', 'Episode 581']","['Caesar Clown (espionage)', 'Donquixote Pirates']","[""Caesar's secretary (Undercover)"", ""Doflamingo's spy"", 'Pirate Officer']"
Mon-ji,"['Chapter 807', 'Episode 756']",Mokomo Dukedom,Zou (Kurau City)
Monkey D. Dragon,"['Chapter 100', 'Episode 52']","['Revolutionary Army', 'Freedom Fighters (former)']","['Supreme Commander of the Revolutionary Army', 'Former Captain of the Freedom Fighters']"
Monkey D. Garp,"['Chapter 92 (cover)', 'Episode 68']",Marines (semi-retired),"['Vice Admiral', 'Instructor']"
Monkey D. Luffy,"['Chapter 1', 'Episode 1']","['Straw Hat Pirates', 'Four Emperors', 'Dadan Family (former)', 'Impel Down (former)', 'Ninja-Pirate-Mink-Samurai Alliance (disbanded)']","['Pirate Captain', 'Emperor', 'De Facto Leader of the Straw Hat Grand Fleet', 'Prisoner (former)', 'Chore Boy of the Baratie (temporary)', 'Bandit (former)']"
Monster,"['Chapter 1', 'Episode 489']",Red Hair Pirates,"['Pirate', 'Senior Officer', 'Musician']"
"Mont Blanc Cricket (Viz),Montblanc Cricket (Uncut Funimation),Monbran Cricket (Edited Funimation),Mombran Cricket (4Kids)","['Chapter 227', 'Episode 148']","['Saruyama Alliance', 'His original crew (former)']","['Pirate', 'Captain']"
"['Mont Blanc Noland (Viz)', 'Montblanc Noland (uncut Funimation)', 'Monbran Noland (edited Funimation), Mombran Noland (4kids)']","['Chapter 286', 'Episode 187']",Lvneel,"['Explorer', 'Botanist', 'Admiral']"
Moody,"['Chapter 43', 'Episode 20']",Alive,November 17th
Moon Isaac Jr.,"['Chapter 966', 'Episode 969']",Roger Pirates,Pirate
Morgan,"['Chapter 4', 'Episode 2']","Marines (153rd Branch) (former, defected)","['Captain (former)', 'Lieutenant Commander (former)', 'Chief Petty Officer (former)']"
Morgans,"['Chapter 860', 'Episode 828']","['World Economy News Paper', 'Underworld']","['World Economy News Paper President', 'Emperor of the Underworld']"
